joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
-0.9813254540720228,-0.7618697539019255,0.6474476048099194,1.068605702768445,0.23438456520068024,-2.6276181720741794
-0.981325435219354,-0.7617602082195476,0.6467776048099193,1.0665994391138318,0.23466444317815682,-2.6255540005297093
-0.9813253786613481,-0.7614315711724143,0.6447676048099193,1.0605806481499924,0.23550407711058652,-2.6193614858963006
-0.9813252843980045,-0.7608838427605255,0.6414176048099194,1.0505493298769266,0.23690346699796935,-2.6090406281739518
-0.9813251657990201,-0.7601124835958866,0.6367267758194775,1.0365841953688437,0.23887411943488335,-2.5946705516642434
-0.9813250827939888,-0.7590972596951631,0.6306920606336086,1.019039926780562,0.24146732205106836,-2.576607847075176
-0.9813250889199465,-0.757839226436976,0.6234095888185043,0.9984753458049478,0.24467964989073354,-2.5554212252701887
-0.9813252761112963,-0.75665613325399,0.6167444036685863,0.9802470984890908,0.24769420698351774,-2.536626694570238
-0.9813255636954683,-0.7556887059535937,0.6114136823923828,0.9660670012004051,0.25015394784064804,-2.5219956317013725
-0.9813258307857455,-0.7549556617356927,0.6074181384612312,0.9555875683557782,0.2520158207125812,-2.5111789110572005
-0.9813260086842372,-0.7544683562926828,0.604762329117829,0.9486230213419794,0.2532535234467225,-2.503990176409201
-0.9813260968232818,-0.7542269229019178,0.6034465197744268,0.9451724664080996,0.2538667379555062,-2.5004285486739204
-0.9813261072476375,-0.7541983681611512,0.603290896749044,0.9447643633643326,0.2539392638860629,-2.500007308859634
-0.9813261072476375,-0.7541983681611512,0.603290896749044,0.9447643633643326,0.2539392638860629,-2.500007308859634
-0.9815714967259765,-0.7577205850085221,0.6099908967490439,0.954183079044552,0.25256103650058753,-2.5097793991951027
-0.9823144572321525,-0.7682984590820264,0.6300845165781888,0.9825671171419739,0.24849303097803954,-2.539223749435185
-0.9836183394330753,-0.7860446279458694,0.6635336790773096,1.0310777016691262,0.24234322436132416,-2.5895052489439214
-0.9855968670292607,-0.811168426409788,0.7103138056888176,1.1013852867526388,0.23515369167714706,-2.6623086881091695
-0.9884174540484906,-0.8440004176965021,0.7704336531360011,1.1943998350137919,0.2283587568740577,-2.758572792813512
-0.9923228945774751,-0.8850119971685344,0.8439289340961507,1.3088626210987044,0.22375161946608468,-2.877084770126085
-0.9970061980859203,-0.9290755871116709,0.920914769843709,1.4247397640338295,0.22305039251951664,-2.9973184280887804
-1.0014034838312988,-0.9665538332931136,0.9847729402186303,1.5140203773106415,0.22535743950060638,-3.0903137178213442
-1.0052421343005942,-0.9968181149348826,1.0352455679813104,1.578571663261907,0.22878569601087195,-3.1578824535337278
-1.0082967146125714,-1.019516572154929,1.0724539558771446,1.6222454581162267,0.23210678266243595,-3.203828175037199
-1.010371546154145,-1.034316240835856,1.0964138952055453,1.6484764091204371,0.23456142331257057,-3.2315485016027727
-1.0113156645490067,-1.0409153413142818,1.1070294036247619,1.6596767224525006,0.23571237798598743,-3.243413649686352
-1.0113667866769704,-1.0412722752584986,1.107603370651253,1.6602810612115564,0.23577478067720906,-3.244053946806821
-1.0113667866769704,-1.0412722752584986,1.107603370651253,1.6602810612115564,0.23577478067720906,-3.244053946806821
-1.0118824758880163,-1.0454601162458,1.1142192401751005,1.6706824127194275,0.23653594210680895,-3.254754350278042
-1.0134730818585234,-1.0581604459881253,1.1341703449514042,1.701461446637488,0.23900544823427833,-3.286433410306044
-1.0162652949096158,-1.0796811830408484,1.1675631552960473,1.750278386684509,0.24371638098408743,-3.336757492850893
-1.0204786113940911,-1.1104582173349262,1.2144162360567141,1.8130751789114656,0.2514429862177141,-3.4016671703764496
-1.0264667128413594,-1.151171148643022,1.2747387503369403,1.8836265681079623,0.26298763167183276,-3.4749365381555077
-1.0347784353570273,-1.2027640229494896,1.348431910037435,1.9540836519948863,0.27899081835617534,-3.5487037930353744
-1.046285823078336,-1.266622329136321,1.4353068989477813,2.0156490052196516,0.29973420804948575,-3.6141395218393235
-1.0623712185809335,-1.3445229280463211,1.5346468443916979,2.0589475572888505,0.32501107820605224,-3.6617665785152074
-1.084882470023052,-1.4370672729429228,1.642972867053492,2.0739106014584396,0.35383798753738804,-3.681179301609848
-1.1157972744372446,-1.5417636127746601,1.7526143478534928,2.052090846162489,0.3850047040798369,-3.663209507341049
-1.1517947290225692,-1.6406619603424335,1.8435215784649244,2.000186216007256,0.4150676322751956,-3.6133890085569513
-1.1932696087394945,-1.7328849153878703,1.917285383075535,1.929303121240859,0.4471683411059409,-3.542603839232333
-1.2423636132451796,-1.8205039391577067,1.9776910102632854,1.8470024213638876,0.4859189631918397,-3.458153917155031
-1.3035700166937998,-1.906398880160512,2.0279602516949238,1.7587769528379138,0.5377002655384893,-3.364879818712209
-1.3761959425120254,-1.984675484150197,2.0662241848033838,1.6790175628947266,0.6038985910538929,-3.2768743980860946
-1.4512247009706205,-2.0502141414360944,2.093807034127055,1.6070851192294069,0.675294701300724,-3.1967787307924382
-1.4968182253129625,-2.1009774091986317,2.1170003126236576,1.5014196043797348,0.7205837596664711,-3.097373337328382
-1.4994733408884429,-2.1371831394225396,2.1377666664306307,1.3630254946451503,0.732765785768669,-2.9801180131057503
-1.4516224459653562,-2.16040938880561,2.158352141880183,1.1741115750208215,0.713948141331648,-2.8218595983212675
-1.3365504332665767,-2.1833676898384957,2.1895626200066975,0.8346898269486662,0.7002670621210396,-2.517897246773196
-1.1930760696146172,-2.1963999887154158,2.222885649653998,0.4876321525730979,0.7509849043948349,-2.1779691439144666
-1.0619419621332735,-2.1958924129277557,2.25156558026967,0.2590647609215366,0.8425836071079513,-1.925065502488466
-0.9058497221716012,-2.1939462776363756,2.2700201509239863,0.10552042448682797,0.9099750267690867,-1.699495072045563
-0.7270010363512655,-2.187680305938688,2.275783226837931,-0.015337311517754193,0.9442956745034179,-1.473638930909324
-0.5332932353302781,-2.170610598857424,2.2692660197697014,-0.1339137514281995,0.955864458421815,-1.2368172876019097
-0.35902806020740613,-2.138847721523963,2.256257484789622,-0.23639906413391354,0.9694797924438985,-1.02500981016366
-0.1894661524546144,-2.0922655022558545,2.235889661332539,-0.3256276208003368,0.9933703359051604,-0.8230467331361735
0.009816633388938623,-2.042724324988883,2.207696174197095,-0.3924030737795947,1.058719704611748,-0.6098518840738008
0.2070472855935489,-2.007535434262277,2.1801459887950165,-0.4072248952348225,1.1526781855523622,-0.4282390931231142
0.410257792915817,-1.983235588954695,2.1541786714475064,-0.3765160454215498,1.2569574453453911,-0.25835387279741195
0.5707587160802565,-1.9480204552233584,2.1239455787888657,-0.33126614988088665,1.3217032340111157,-0.12246564952379957
0.7134348347703101,-1.8979397040743375,2.083773704855331,-0.27472550027907294,1.361182610028511,0.0004210659676625872
0.8403632934373423,-1.8336341878268978,2.0310374108726776,-0.2091314545209358,1.3796906865742764,0.1098258487228379
0.9460436061172587,-1.7605506282809715,1.9670938345389324,-0.1409722753850703,1.382042560946806,0.19896511553432206
1.016579801991071,-1.698255928405116,1.908427404083156,-0.08683792262506744,1.3771145973987344,0.2562080730818723
1.0618716383295408,-1.6507922257901189,1.8609462648095345,-0.04754550985894951,1.3715836936428913,0.2915386349091991
1.0899264921931242,-1.6178154876565145,1.8264926838785236,-0.021109946101656077,1.3674701263861584,0.3127470942352732
1.1055154144730133,-1.5981365819527265,1.805353498074117,-0.005646024274056111,1.3650278256025028,0.324292179082662
1.1109827189551489,-1.5909891589248,1.797569034365021,-8.6088413150073e-05,1.3641530715651748,0.32830047333984164
1.1110136527576555,-1.5909484245507417,1.7975245396958828,-5.45109567298098e-05,1.364148135983357,0.3283231492277398
